cast,number_of_title,vote_average
Moshe Kasher,1,7.9
Mr. T,1,5.0
Muhammad Ali,1,4.9
Muhammad Ali Jr.,1,4.9
Muna Otaru,1,5.9
Munro Chambers,1,6.7
MyAnna Buring,2,7.05
Mya Taylor,1,5.5
Mykel Shannon Jenkins,1,5.5
MylÃ¨ne Demongeot,1,5.3
MÃ©lanie Bernier,1,5.5
MÃ©lanie Doutey,1,6.9
MÃ©lanie Gouby,1,6.9
MÃ©lanie Laurent,7,6.371428571428572
MÃ©lanie Thierry,2,6.25
MÃ©lusine Mayance,1,5.4
MÃ³nica del Carmen,1,6.0
Nacho Vigalondo,1,3.3
Nadia Hilker,1,6.6
Nadia Parra,1,5.4
Nadia Townsend,1,6.1
Naike Rivelli,1,7.1
Naomi Christie,1,5.3
Naomi Watts,7,6.171428571428572
Naomie Harris,2,5.6
Napua Greig,1,7.1
Narayana Angulo,1,6.3
Nargis Fakhri,1,6.6
Nas,1,6.5
Naseeruddin Shah,2,5.75
Nash Edgerton,1,6.2
Nasim Pedrad,1,6.0
Nasser Faris,1,5.0
Nat Wolff,5,6.26
Natalia Guslistaya,1,5.3
Natalia Klimas,1,5.2
Natalia Tena,4,6.125
Natalie Britton,1,5.2
Natalie Brown,1,5.2
Natalie Gold,1,5.5
Natalie Knepp,1,4.9
Natalie Krill,1,5.8
Natalie Martinez,1,6.6
Natalie Mendoza,1,5.2
Natalie Pellegrini,1,6.3
Natalie Portman,6,6.316666666666667
Natalie Victoria,1,6.3
Natalie Wilemon,1,6.1
Natasha Cordova,1,5.6
Natasha Henstridge,1,6.2
Natasha Leggero,1,4.2
Natasha Lyonne,3,4.766666666666667
Natassia Malthe,1,6.7
Nate Corddry,1,3.5
Nate Parker,4,5.95
Nate Torrence,1,7.2
Nathalia Ramos,1,6.5
Nathalie Boltt,1,6.4
Nathalie Cox,1,5.1
Nathalie Fay,1,5.3
Nathan Fillion,2,7.050000000000001
Nathan Gamble,2,6.65
Nathan Jones,1,5.8
Nathan Keyes,2,5.85
Nathan Kress,1,6.6
Nathan Lane,1,7.0
Nathan Phillips,1,5.3
Nathan Stevens,1,5.4
Nathan Zellner,1,7.4
Nathaniel Brown,1,4.4
Nathaniel Parker,1,4.8
Natifa Mai,1,7.1
Natsuki Kasa,1,4.3
Naturi Naughton,3,6.166666666666667
Nawazuddin Siddiqui,1,6.7
Naya Rivera,1,6.0
Nazanin Boniadi,1,6.7
Neal McDonough,6,6.099999999999999
Ned Beatty,2,6.25
Ned Dennehy,1,6.2
Neels Van Jaarsveld,1,5.9
Neil Brown Jr.,1,6.4
Neil Maskell,3,4.766666666666667
Neil Patrick Harris,3,6.633333333333333
Nelsan Ellis,2,6.15
Nelson Landrieu,1,6.2
Nestor Aaron Absera,1,5.6
Nev Schulman,1,7.2
Neville Archambault,1,6.2
Nia Long,1,6.4
Nia Peeples,2,6.1
Nia Vardalos,2,5.85
Niall Greig Fulton,1,6.8
Niall Horan,1,5.7
Niamh Algar,1,5.8
Nichelle Nichols,1,5.8
Nichola Burley,1,6.4
Nicholas Art,1,5.9
Nicholas Bakopoulos-Cooke,1,6.2
Nicholas Braun,2,6.15
Nicholas Brown,1,5.6
Nicholas Campbell,1,7.0
Nicholas D'Agosto,1,7.2
Nicholas Gleaves,1,5.0
Nicholas Gunn,1,5.8
Nicholas Hoult,6,6.550000000000001
Nicholas King,1,4.4
Nicholas Pinnock,2,6.3
Nicholas Woodeson,1,7.2
Nicholle Tom,1,5.9
Nick Ashy Holden,1,6.2
Nick Blanco,1,6.2
Nick Cannon,2,5.2
Nick Cave,1,6.1
Nick Chinlund,1,6.3
Nick Cornwall,1,7.7
Nick Damici,3,5.933333333333333
Nick Denton,1,4.9
Nick Frost,2,5.75
Nick Jonas,3,5.833333333333333
Nick Kroll,1,5.3
Nick Lashaway,1,7.0
Nick Nevern,1,5.8
Nick Nicotera,1,6.8
Nick Nolte,5,6.6
Nick Offerman,5,5.819999999999999
Nick Palatas,2,5.9
Nick Principe,1,7.1
Nick Prueher,1,5.8
Nick Reding,1,5.5
Nick Robinson,2,6.75
Nick Rotteveel,1,5.7
Nick Saso,1,4.3
Nick Searcy,1,5.8
Nick Stahl,2,7.1
Nick Stribakos,1,6.1
Nick Thune,1,5.6
Nick Zano,1,4.2
Nicko McBrain,1,7.5
Nicky Holender,1,6.3
Nicky Whelan,1,7.7
Nicola Nocella,1,3.6
Nicola Peltz,2,6.3
Nicola Posener,2,4.85
Nicola Stapleton,1,6.2
Nicolas Bouchaud,1,6.4
Nicolas Cage,12,5.733333333333333
Nicolas Giraud,1,5.7
Nicolas MariÃ©,1,6.4
Nicolas Martinez,1,7.2
Nicole Alonso,1,6.0
Nicole Badaan,1,6.0
Nicole Dogue,1,6.6
Nicole Fox,1,7.5
Nicole Holt,1,5.9
Nicole Kidman,7,6.142857142857144
Nicole Oliver,1,5.7
Nicole Rutigliano,1,7.2
Nicole Tubiola,1,6.5
Niels Arestrup,2,6.6
Nigel Barber,2,5.75
Nigel Davenport,1,6.5
Nigel Lindsay,1,4.6
Nikita Ramsey,1,5.3
Nikki Leigh,1,6.1
Nikki Reed,1,5.6
Nikki Runeckles,1,7.1
Nikki SooHoo,1,6.3
Nikolaj Coster-Waldau,2,7.75
Nikolaj Lie Kaas,1,6.5
Nikos Mavrakis,1,6.1
Nina Arianda,2,6.199999999999999
Nina Dobrev,2,6.6
Nina JankoviÄ‡,1,6.0
Nina Simone,1,6.0
Ningali Lawford,1,7.3
Ninja,1,5.5
Nisreen Faour,1,4.6
Noah Centineo,1,6.7
Noah Ringer,1,6.2
Noah Schnapp,1,5.7
Noah Segan,4,7.199999999999999
Noah Silver,1,8.0
Noah Taylor,3,5.466666666666666
Noah Wiseman,1,3.5
Noah Wyle,1,7.0
Noam Chomsky,1,6.0
Noam Jenkins,1,6.6
Nobuyuki Katsube,1,5.7
Noel Clarke,5,6.18
Noel Fisher,1,5.1
Nolan Bushnell,2,6.5
Nolan Gerard Funk,2,5.449999999999999
Nolan North,4,5.574999999999999
Noma Dumezweni,1,6.7
Nona Gaye,1,4.5
Nonso Anozie,1,7.8
Noom Diawara,1,4.4
Noomi Rapace,2,6.25
Nora McMenamy,1,6.4
Nora von WaldstÃ¤tten,1,4.6
Noriaki Kamata,1,5.8
Norm Lewis,1,5.7
Norman Reedus,3,6.0
Norman Saleet,1,6.6
Norwood Fisher,1,6.5
Noureen DeWulf,1,5.7
Nurul Elfira Loy,1,7.4
O'Shea Jackson Jr.,1,7.1
Octavia Spencer,1,6.4
Oded Fehr,1,6.6
Odette Annable,3,5.7
Odeya Rush,3,6.0
Olga Kurylenko,5,5.94
Oliver Cooper,1,5.2
Oliver Ford Davies,1,5.6
Oliver James,1,7.2
Oliver Litondo,1,5.1
Oliver Maltman,1,4.9
Oliver Platt,4,5.8500000000000005
Oliver Sacks,1,2.9
Olivia Alexander,1,3.9
Olivia Bonamy,1,4.9
Olivia Colman,2,5.4
Olivia Cooke,4,6.6
Olivia Dawn York,1,4.8
Olivia DeJonge,2,6.300000000000001
Olivia Grant,1,4.5
Olivia Hamnett,1,5.4
Olivia Luccardi,1,6.5
Olivia Munn,2,4.9
Olivia Stuck,1,7.0
Olivia Taylor Dudley,1,5.0
Olivia Tennet,1,6.0
Olivia Thirlby,4,5.75
Olivia Wilde,7,5.6571428571428575
Olivia Williams,2,6.1
Olivia de Havilland,1,4.6
Olly Alexander,1,5.3
Olwen FouÃ©rÃ©,1,4.1
Olympia Dukakis,1,6.4
Om Puri,2,5.85
Omar J. Dorsey,1,6.8
Omar Sy,3,5.833333333333333
Omari Hardwick,1,5.7
Omid Djalili,2,5.95
Onni Tommila,1,4.1
Oona Chaplin,1,6.4
Oona Laurence,1,6.3
Opeyemi Fagbohungbe,1,5.6
Ophelia Lovibond,1,6.6
Oprah Winfrey,1,6.5
Oren Skoog,1,6.2
Orianthi,1,5.4
Orlando Bloom,2,6.300000000000001
Orlando Jones,1,5.6
Orson Bean,1,6.3
Oscar Isaac,7,6.328571428571428
Oshri Cohen,1,6.3
Osy Ikhile,1,5.9
Otto Preminger,1,5.6
Owen Wilson,8,5.5875
PJ McCabe,1,6.6
Pablo Pauly,2,6.1
Pablo Schreiber,3,5.8999999999999995
Paddy Considine,4,5.2
Padraic Delaney,1,5.8
Page Kennedy,1,5.6
Paget Brewster,1,4.6
Paloma GuzmÃ¡n,1,5.5
Pam Ferris,1,5.6
Pam Grier,1,6.1
Pamela Adlon,1,7.2
Paolo Bonacelli,1,5.3
Paresh Rawal,2,5.65
Parineeti Chopra,1,6.6
Paris Berelc,1,6.0
Paris Warner,1,8.0
Parker Posey,2,5.5
Parry Shen,1,6.5
Pascal Petardi,1,5.6
Pascale Arbillot,1,6.1
Pascale Hutton,1,7.3
Pat Finn,1,5.5
Pat Healy,1,4.9
Pat Hingle,1,4.6
Pat Shortt,1,5.5
Patricia Arquette,1,5.6
Patricia Callahan,1,5.3
Patricia Clarkson,4,5.4
Patricia Drake,1,6.6
Patricia Gage,1,7.0
Patricia Heaton,1,5.8
Patricia Potter,1,5.8
Patricia Schumann,1,5.7
Patrick Baladi,1,7.3
Patrick Bauchau,1,5.6
Patrick Brice,1,7.1
Patrick Casey,1,6.6
Patrick Dempsey,1,5.5
Patrick Fabian,1,5.5
Patrick Fischler,1,7.6
Patrick Fitzsymons,1,6.0
Patrick Fugit,2,6.25
Patrick Huard,1,6.9
Patrick J. Adams,2,5.949999999999999
Patrick John Flueger,1,6.9
Patrick Kennedy,1,5.7
Patrick Lyster,1,6.7
Patrick McGoohan,1,4.3
Patrick Mofokeng,1,5.5
Patrick Muldoon,1,5.4
Patrick O'Connor,1,6.1
Patrick Regis,1,4.7
Patrick Renna,2,6.25
Patrick Stewart,3,5.766666666666666
Patrick Swayze,1,6.1
Patrick Troughton,1,6.0
Patrick Warburton,3,6.033333333333334
Patrick Wayne,1,6.8
Patrick Wilson,9,5.999999999999999
Patrick Woodroffe,1,5.5
Patton Oswalt,3,7.033333333333334
Paul Anderson,3,6.233333333333333
Paul Benedict,1,5.6
Paul Bettany,6,6.2
Paul Blair,1,6.5
Paul Brannigan,1,5.2
Paul Briganti,1,6.1
Paul Calderon,1,5.9
Paul Dano,2,7.35
Paul Eenhoorn,1,5.6
Paul Gascoigne,1,3.9
Paul Giamatti,7,5.457142857142857
Paul Greene,1,5.0
Paul Gross,1,4.7
Paul Haggis,1,3.8
Paul Henri,1,5.9
Paul Herman,1,6.3
Paul Iacono,1,5.5
Paul Ill,1,6.9
Paul Logan,1,5.9
Paul Luebke,1,6.7
Paul McGann,1,5.9
Paul McGillion,2,6.25
Paul Newman,1,6.3
Paul O'Brien,2,5.3
Paul Pape,1,5.1
Paul Reubens,2,5.25
Paul Rudd,7,5.657142857142857
Paul Rust,1,5.6
Paul Sanchez,1,5.3
Paul Schneider,2,5.75
Paul Shaffer,1,7.1
Paul Simon,1,5.7
Paul Stewart,1,6.9
Paul Walker,3,6.833333333333333
Paul Wesley,3,6.166666666666667
Paul Wight,1,5.6
Paul Winchell,1,4.8
Paula Patton,2,5.199999999999999
Paulette Lamori,1,5.0
Pauline Collins,2,6.85
Pauline Ã‰tienne,1,4.1
Paus S. Tracey,1,5.8
Pavel Douglas,1,6.9
Paz Vega,4,5.925000000000001
Paz de la Huerta,2,6.45
Pearl Thusi,1,5.1
Pedro Pascal,1,7.2
Pell James,1,5.8
Penelope Mitchell,2,4.6
Penn Badgley,3,5.433333333333334
Penn Jillette,1,5.8
Penny Balfour,2,6.3
Penny Downie,1,6.2
PenÃ©lope Cruz,2,4.9
Percy Daggs III,1,9.2
Perdita Weeks,1,5.8
Perez Hilton,1,6.5
Peta Wilson,1,6.0
Petar Strugar,1,5.6
Pete Doherty,1,3.9
Pete Postlethwaite,2,6.1
Pete Rock,1,5.3
Peter Albin,1,6.3
Peter Andersson,1,4.5
Peter Benson,1,5.0
Peter Bogdanovich,1,5.6
Peter Capaldi,4,4.65
Peter Chiang,1,5.2
Peter Cushing,2,6.15
Peter Dinklage,4,6.050000000000001
Peter Docker,1,6.1
Peter Eckersley,1,5.8
Peter Facinelli,3,5.033333333333334
Peter Ferdinando,2,5.75
Peter Firth,1,5.3
Peter Fonda,1,5.9
Peter Gallagher,2,6.15
Peter Gilroy,1,5.3
Peter Jurasik,1,6.2
Peter Krause,1,6.5
Peter L. Larson,1,6.2
Peter MacNeill,1,6.3
Peter Michael Dillon,1,5.2
Peter Mooney,1,6.7
Peter Mullan,1,5.9
Peter Outerbridge,1,7.0
Peter Plaugborg,1,7.4
Peter Riegert,1,6.7
Peter Sarsgaard,8,6.1625
Peter Stormare,7,5.571428571428571
Peter Vives,1,5.5
Peter Wight,2,6.35
Peter Wingfield,1,1.5
Peter Woodward,1,6.2
Peter Zizzo,1,6.4
Peyman Moaadi,1,5.7
Peyton List,2,5.65
Pfeifer Brown,1,5.7
Phil Burke,1,5.2
Phil Dunster,1,5.9
Phil LaMarr,1,6.6
Philip Baker Hall,1,7.0
Philip Davis,1,7.4
Philip Desmeules,1,6.3
Philip Granger,1,6.7
Philip Marlatt,1,7.4
Philip Seymour Hoffman,5,5.4799999999999995
Philip Winchester,1,7.2
Philippe Torreton,1,3.6
Phillip Rhys,1,7.1
Phoebe Fox,1,5.9
Phoebe Strole,1,5.7
Phoebe Tonkin,1,5.3
Phylicia RashÄd,3,6.5
Phyllis Smith,2,5.75
Pia Hierzegger,1,6.1
Pierce Brosnan,9,6.233333333333333
Pierce Gagnon,1,5.8
Pierfrancesco Favino,1,7.1
Pierre Boulanger,1,6.3
Pierre Coffin,4,6.35
Pierre Laplace,1,5.9
Pierre Richard,1,7.6
Pierre-FranÃ§ois Martin-Laval,1,6.0
Pierson Fode,2,5.45
Pim Bubear,1,4.9
Pio MarmaÃ¯,2,5.6
Piper Perabo,2,4.0
Pippa Black,1,5.8
Pippa Nixon,1,7.3
Pixie Davies,1,7.0
Pollyanna McIntosh,2,5.75
Poppy Montgomery,1,6.7
Portia Doubleday,1,6.9
Prakash Raj,1,7.1
Predrag VasiÄ‡,1,8.0
Preston Bailey,1,6.0
Preston Jones,1,6.3
Price T. Morgan,1,4.5
Priscilla C. Shirer,1,6.3
Priyanka Chopra,2,6.25
Prometheus Aleifer,1,6.7
Pruitt Taylor Vince,1,5.9
Puja Mohindra,1,6.7
Q-Tip,1,5.6
Queen Latifah,3,6.233333333333334
Quincy Brown,1,4.6
Quinn Cummings,1,7.0
Quinn Hunchar,1,7.3
Quinn McColgan,1,7.8
Quinton Aaron,1,7.3
QuvenzhanÃ© Wallis,2,6.35
R. G. Armstrong,1,6.4
R. H. Thomson,1,5.0
RJ Cyler,1,4.5
RJ Hermes,1,4.9
RZA,3,5.433333333333334
Rachael Blake,1,5.6
Rachael Carpani,2,6.0
Rachael Harris,2,5.3
Rachael Leigh Cook,1,5.5
Rachel Bernard,1,4.7
Rachel Bilson,1,6.5
Rachel Blanchard,1,7.4
Rachel Griffiths,1,7.0
Rachel Hendrix ,1,3.8
Rachel Howe,1,6.9
Rachel Hurd-Wood,1,5.5
Rachel McAdams,10,5.6899999999999995
Rachel McDowall,1,5.9
Rachel Melvin,2,5.15
Rachel Mills,1,4.5
Rachel Miner,1,5.7
Rachel Nichols,1,6.6
Rachel Specter,1,6.5
Rachel Weisz,4,5.674999999999999
Rachel Wilson,1,6.6
Rachele Brooke Smith,1,7.5
Rachelle Lefevre,3,5.833333333333333
Rade Serbedzija,3,6.666666666666667
Radha Mitchell,4,6.525
Rafael Amaya,1,5.3
Rafael Martinez,1,4.7
Rafe Spall,4,5.325
Raffey Cassidy,1,3.9
Rafi Gavron,1,6.4
Rahaman Ali,1,6.2
Rain,1,5.4
Rainer WinkelvoÃŸ,1,6.6
Raini Rodriguez,2,7.0
Rainn Wilson,6,6.1000000000000005
Ralitsa Paskaleva,1,5.8
Ralph Bellamy,1,5.3
Ralph Fiennes,8,5.675
Ralph Garman,1,8.4
Ralph Ineson,1,4.4
Rami Malek,2,6.1
Ramiro Rodriguez,1,5.9
Ramon Bieri,1,5.2
Ramon Camacho,1,7.0
Ramzy Bedia,1,5.9
RamÃ³n RodrÃ­guez,1,6.0
Randall Duk Kim,1,5.5
Randall Park,1,3.1
Randeep Hooda,1,5.8
Randy Couture,1,4.8
Randy Quaid,1,6.1
Randy Wayne,2,5.5
Rani Mukerji,1,6.1
Raniero Monaco Di Lapio,1,5.0
Ranveer Singh,2,6.300000000000001
Raoul Bova,1,5.8
RaphaÃ«lle AgoguÃ©,1,6.7
Raquel Alessi,1,7.4
Rashida Jones,2,6.05
Ratna Pathak,1,4.9
Raven-SymonÃ©,3,6.2
Ravi Patel,1,6.2
Ray Liotta,10,5.909999999999999
Ray Manzarek,1,6.4
Ray Park,2,6.95
Ray Romano,2,6.35
Ray Stevenson,2,4.9
Ray Winstone,8,6.175
Ray Wise,4,5.75
Ray Zupp,1,6.2
Raymond Cruz,1,7.6
Raymond J. Barry,1,6.5
Raymond Ochoa,1,5.3
Rayven Symone Ferrell,1,5.8
Rea Rangaka,1,4.5
Rebecca Da Costa,1,2.8
Rebecca De Mornay,2,6.65
Rebecca Ferguson,1,6.4
Rebecca Front,1,5.4
Rebecca Griffiths,1,5.4
Rebecca Hall,7,5.542857142857143
Rebecca Henderson,1,5.3
Rebecca Naomi Jones,1,4.3
Rebecca Rowley,1,6.0
Rebecca Wilkie,1,6.3
Rebekah Kennedy,1,5.9
Rebekah Kochan,1,6.4
Rebel Wilson,2,6.199999999999999
Red Buttons,1,5.3
Reece Ritchie,1,5.7
Reece Thompson,1,7.0
Reed Albergotti,1,6.1
Reed Alexander,1,6.8
Reed Diamond,1,5.9
Reese Mishler,1,8.8
Reese Witherspoon,8,5.5625
Reeve Carney,1,7.3
Reg E. Cathey,1,6.4
Reggie Watts,1,6.6
Regina Hall,4,5.699999999999999
Regina King,1,6.9
Reid Scott,1,6.1
Reid Warner,1,6.2
Reiley McClendon,1,5.1
Reilly Dolman,2,6.5
Rena Owen,1,5.6
Rene Russo,2,5.300000000000001
Renee O'Connor,1,7.4
Renee Olstead,1,3.8
Renu Setna,1,6.1
RenÃ©e Zellweger,3,6.666666666666667
Resse Hartwig,1,6.0
Rhea Perlman,1,6.1
Rhett Giles,2,5.25
Rhona Mitra,2,6.550000000000001
Rhys Coiro,1,5.4
Rhys Ifans,8,5.875
Rhys Wakefield,1,5.4
Rib Hillis,1,4.3
Ricardo Antonio Chavira,1,3.0
Riccardo Scamarcio,2,6.199999999999999
Rich Bentz,1,7.1
Richard Armitage,2,6.199999999999999
Richard Basehart,1,7.0
Richard Berry,1,5.2
Richard Bey,1,6.1
Richard Boone,1,6.1
Richard Burton,1,4.7
Richard Chamberlain,2,4.65
Richard Coyle,1,7.1
Richard Dean Anderson,1,6.9
Richard Dreyfuss,6,6.416666666666667
Richard Durden,1,5.4
Richard Edson,1,6.1
Richard Felix,1,6.2
Richard Fitzpatrick,1,5.9
Richard Gere,6,6.466666666666666
Richard Hammond,1,6.0
Richard Harmon,1,4.1
Richard Harris,1,6.3
Richard Jaeckel,1,4.5
Richard Jenkins,9,5.888888888888888
Richard Kiel,1,5.9
Richard Kind,2,6.050000000000001
Richard Linklater,1,6.2
Richard Lynch,1,6.7
Richard Madden,3,6.366666666666667
Richard Ng,1,6.2
Richard Pepple,1,7.8
Richard Petrocelli,1,5.8
Richard Riehle,2,5.55
Richard Romanus,1,3.6
Richard Roxburgh,1,5.9
Richard Stanley,1,6.4
Richard T. Jones,1,6.7
Richard Tyson,1,6.5
Richard Webber,1,4.9
Richard Widmark,1,6.7
Richard Winsor,1,6.3
Rick D. Wasserman,1,5.4
Rick Fox,1,3.2
Rick Malambri,1,6.0
Rick Ravanello,1,4.8
Rick Yune,1,6.8
Ricky Gervais,3,6.3
Ricky Tomlinson,1,4.3
Rider Strong,1,6.6
Ridley Scott,1,5.1
Rie Miyazawa,1,5.6
Rihanna,1,7.5
Rik Swartzwelder,1,5.5
Rik Young,1,6.7
Rileah Vanderbilt,3,5.3
Riley Jane,1,5.9
Riley Keough,1,6.4
Riley Polanski,1,6.5
Rima Te Wiata,1,6.4
Rinko Kikuchi,2,6.05
Rio Mangini,1,6.3
Rita Ramnani,1,6.3
Ritchie Coster,1,6.1
Riz Ahmed,2,5.4
Rob Archer,1,6.0
Rob Brydon,2,6.0
Rob Corddry,3,5.466666666666666
Rob Huebel,2,5.1
Rob Lowe,3,6.2
Rob Morgan,1,6.1
Rob Riggle,4,5.949999999999999
Rob Schneider,3,6.2
Rob Van Dam,1,5.2
Robb Wells,2,5.45
Robbie Amell,4,6.275
Robbie Coltrane,2,5.95
Robby Krieger,1,7.1
Robert Amaya ,1,4.9
Robert Bathurst,1,5.0
Robert Belushi,1,6.4
Robert Benz,1,6.4
Robert Blanche,1,6.6
Robert Brettenaugh,1,4.3
Robert Capron,1,6.3
Robert Carlyle,2,6.6
Robert Carradine,1,5.1
Robert Curtis,1,7.1
Robert Davi,2,5.65
Robert De Niro,11,5.872727272727274
Robert Downey Jr.,7,6.057142857142857
Robert Durst,1,6.1
Robert Duvall,5,6.540000000000001
Robert Englund,2,4.6
Robert Forster,3,6.400000000000001
Robert Fortier,1,6.6
Robert Hetrick,1,6.8
Robert Hill,1,7.1
Robert Hoffman,1,7.3
Robert Homer Mollohan,1,5.9
Robert Hunger-BÃ¼hler,1,5.3
Robert Knepper,2,6.25
Robert LaSardo,2,5.35
Robert Lansing,1,7.5
Robert Maillet,1,6.0
Robert Miano,1,5.2
Robert Paterson,1,6.1
Robert Patrick,7,5.92857142857143
Robert Pattinson,8,6.225
Robert Picardo,3,6.6000000000000005
Robert Pugh,1,6.9
Robert Redford,3,6.666666666666667
Robert Shaw,2,6.199999999999999
Robert Sheehan,3,6.033333333333334
Robert Stanton,2,6.4
Robert Stephens,1,5.7
Robert Taylor,2,6.75
Robert Wisden,1,6.3
Robert Zemeckis,1,5.8
Roberta Wallach,1,4.8
Roberto Aguire,1,6.7
Robin BrÃ»lÃ©,1,6.5
Robin Das,1,7.3
Robin Hill,1,5.9
Robin McLeavy,2,4.35
Robin Tunney,1,6.1
Robin Williams,9,5.9111111111111105
Robin Wright,4,5.925000000000001
Robinson StÃ©venin,1,5.5
Robson Nunes,1,6.2
Robyn Coffin,1,6.9
Rocky Myers,2,6.5
Roddy Piper,1,4.4
Rodger Bumpass,1,7.6
Rodleen Getsic,1,5.1
Rodney Eastman,1,5.1
Rodney Rowland,1,5.0
Rodrigo Prieto,1,5.9
Rodrigo Santoro,4,5.824999999999999
Rodrigue Mugaruka Katembo,1,5.2
Roger Ashton-Griffiths,1,6.4
Roger Callard,1,6.5
Roger Corman,1,6.6
Roger Craig Smith,3,5.7
Roger Ebert,1,4.5
Roger Edwards,1,5.2
Roger Guenveur Smith,1,6.3
Roger Moore,1,7.3
Roger R. Cross,2,5.95
Roger Ward,1,5.3
Roger Waters,1,5.2
Rohan Chand,1,6.4
Rolf Kanies,1,5.8
Rollo Skinner,1,4.9
Roma Downey,1,6.4
Romano Orzari,1,5.3
Romany Malco,1,5.9
Rome Shadanloo,1,5.3
Romola Garai,2,4.85
Ron Carey,1,5.9
Ron Dennis,1,6.9
Ron Lea,1,5.4
Ron Livingston,6,6.116666666666666
Ron Paul,1,4.4
Ron Perlman,10,5.3999999999999995
Ron Smoorenburg,1,4.9
Ronald D. Moore,1,6.1
Ronan Keating,1,5.7
Ronnie Gene Blevins,2,5.0
Ronny Cox,2,6.4
Ronny Jhutti,1,7.8
Rooney Mara,4,4.525
Rory Culkin,1,5.3
Rory Fleck-Byrne,1,5.2
Rory Kinnear,3,4.733333333333333
Rory McCann,1,8.0
Rosa Salazar,1,6.1
Rosalind Chao,1,3.8
Rosamund Pike,7,6.114285714285714
Rosanna Arquette,2,6.199999999999999
Rosario Dawson,10,6.17
Rose Byrne,9,6.344444444444445
Rose Leslie,2,5.0
Rose McIver,1,5.7
Rose-Marie Coallier,1,7.0
Rosemarie DeWitt,3,6.833333333333333
Roshon Fegan,1,7.3
Rosie Day,1,6.0
Rosie Fellner,1,6.1
Rosie Shaw,1,7.1
Ross Lynch,1,5.6
Ross McCall,1,6.9
Ross Ulbricht,1,8.0
Rossif Sutherland,2,6.95
Rowan Blanchard,1,6.4
Roxane Mesquida,2,6.15
Roxanne McKee,2,5.75
Roxanne Pallett,1,5.6
Roy Abramsohn,1,5.7
Roy Dupuis,1,6.2
Roy Kinnear,1,7.1
Roy Scheider,1,5.1
Royal Robbins,1,5.3
Ruby Jones,1,5.9
Rufus Sewell,2,7.199999999999999
Rumer Willis,4,5.45
Rupert Evans,1,6.3
Rupert Everett,3,6.3999999999999995
Rupert Friend,4,5.800000000000001
Rupert Grint,6,5.949999999999999
Rupert Penry-Jones,1,6.0
Russ Bain,1,7.3
Russ Grieve,1,6.4
Russell Brand,3,6.566666666666667
Russell Crowe,7,5.685714285714286
Russell Hodgkinson,1,6.8
Russell Peters,1,5.6
Rusty Kelley,1,6.4
Ruta Gedmintas,1,6.5
Ruth Bradley,1,7.2
Ruth Nelson,1,5.7
Ruth Sheen,2,6.4
Ruth Wilson,2,6.35
Ruthie Henshall,1,6.5
Rutina Wesley,2,5.8
Ry Barrett,1,7.1
Rya Kihlstedt,1,4.5
Ryan Carnes,1,4.8
Ryan Corr,1,7.4
Ryan Cutrona,1,4.3
Ryan Devlin,1,7.0
Ryan Donowho,2,7.05
Ryan Doom,2,6.699999999999999
Ryan Dunn,1,5.6
Ryan E. Francis,1,3.8
Ryan Eggold,1,5.4
Ryan Gosling,3,5.3999999999999995
Ryan Guzman,2,5.9
Ryan Kelley,2,6.15
Ryan Kennedy,1,7.6
Ryan Kwanten,5,6.12
Ryan McCartan,1,6.6
Ryan Merriman,1,5.9
Ryan Newman,1,5.6
Ryan Ochoa,1,4.5
Ryan Phillippe,4,5.975
Ryan Potter,1,6.3
Ryan Reynolds,9,6.0
Ryan Robbins,2,5.65
Ryan Sheckler,1,5.7
Ryan Shoos,1,5.4
Ryan Simpkins,2,6.1
Ryan Ward,1,7.0
RyÅhei Kimura,1,5.8
RÃ©my Girard,1,5.5
S. Epatha Merkerson,1,6.1
Sabina Gadecki,1,4.6
Sabir Bamami,1,6.4
Sacha Baron Cohen,1,5.5
Sadie Katz,1,5.1
Sage Ryan,1,5.4
Saidah Arrika Ekulona,1,6.2
Saif Ali Khan,2,5.949999999999999
Sally Field,2,5.6
Sally Hawkins,2,6.0
Sally Kirkland,1,6.3
Salma Hayek,8,5.499999999999999
Salman Khan,3,6.133333333333333
Sam Anderson,1,5.3
Sam Bell,1,5.9
Sam Berkley,1,6.7
Sam Claflin,3,6.3
Sam Elliott,2,5.6
Sam Hazeldine,1,4.6
Sam Huntington,2,5.3
Sam Keeley,1,6.7
Sam Lerner,1,6.0
Sam Marin,1,6.5
Sam Medina,1,6.1
Sam Neill,5,4.96
Sam Palladio,1,6.6
Sam Parsonson,1,6.1
Sam Reid,1,5.9
Sam Riegel,1,6.2
Sam Riley,2,6.5
Sam Rockwell,11,6.118181818181818
Sam Shepard,4,6.449999999999999
Sam Trammell,1,6.3
Sam Vincent,1,7.0
Sam Worthington,10,6.2700000000000005
Samantha Cardona,1,7.6
Samantha Colburn,1,7.3
Samantha Droke,1,4.5
Samantha Ferris,1,6.3
Samantha Futerman,1,7.2
Samantha Hill,1,6.3
Samantha Mathis,2,5.85
Samantha Morton,3,5.733333333333333
Sameera Reddy,1,6.1
Sammy Silverwatch,1,5.9
Samora Smallwood,1,6.5
Samuel Anderson,1,6.0
Samuel Davis,1,6.3
Samuel L. Jackson,12,6.216666666666668
Samuel Witwer,1,6.8
Sanaa Lathan,1,6.3
Sandra Bullock,5,6.58
Sandra Caldwell,1,6.8
Sandra Oh,2,5.85
